show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,date_added_year,date_added_month,date_added_day,release_year_year,release_year_month,release_year_day,content_age,duration_category
S1947,Movie,Welcome,Anees Bazmee,India,2020-09-28,1970-01-01 00:00:00.000002007,Tv-Pg,149 Min,"Comedies, International Movies, Music & Musicals",2020,9,28,1970,1,1,56,Long
S1951,Movie,Time Out,Rikhil Bahadur,India,2020-09-26,1970-01-01 00:00:00.000002015,Tv-14,98 Min,"Dramas, Independent Movies, International Movies",2020,9,26,1970,1,1,56,Medium
S1954,Movie,My Mothers Wound,Ozan Açıktan,Turkey,2020-09-25,1970-01-01 00:00:00.000002016,Tv-Ma,115 Min,"Dramas, International Movies",2020,9,25,1970,1,1,56,Medium
S1969,Movie,High & Low The Worst,Shigeaki Kubo,Japan,2020-09-20,1970-01-01 00:00:00.000002019,Tv-Ma,125 Min,"Action & Adventure, International Movies",2020,9,20,1970,1,1,56,Long
S1958,Movie,Real Steel,Shawn Levy,United States,2020-09-24,1970-01-01 00:00:00.000002011,Pg-13,127 Min,"Action & Adventure, Sci-Fi & Fantasy, Sports Movies",2020,9,24,1970,1,1,56,Long
S1960,Movie,Enola Holmes,Harry Bradbeer,United Kingdom,2020-09-23,1970-01-01 00:00:00.000002020,Pg-13,124 Min,"Action & Adventure, Children & Family Movies, Dramas",2020,9,23,1970,1,1,56,Long
S1961,Movie,Kiss The Ground,"Joshua Tickell, Rebecca Harrell Tickell",United States,2020-09-22,1970-01-01 00:00:00.000002020,Tv-G,85 Min,Documentaries,2020,9,22,1970,1,1,56,Medium
S1963,Movie,A Love Song For Latasha,Sophia Nahli Allison,United States,2020-09-21,1970-01-01 00:00:00.000002020,Tv-Pg,20 Min,Documentaries,2020,9,21,1970,1,1,56,Short
S1964,Movie,Dtc Yukemuri Junjo Hen From High & Low,Norihisa Hiranuma,Japan,2020-09-20,1970-01-01 00:00:00.000002018,Tv-Pg,102 Min,"Dramas, International Movies",2020,9,20,1970,1,1,56,Medium
S1965,Movie,High & Low The Movie,Shigeaki Kubo,Japan,2020-09-20,1970-01-01 00:00:00.000002016,Tv-Ma,129 Min,"Action & Adventure, International Movies",2020,9,20,1970,1,1,56,Long
S1966,Movie,High & Low The Movie 2 / End Of Sky,"Shigeaki Kubo, Tsuyoshi Nakakuki",Japan,2020-09-20,1970-01-01 00:00:00.000002017,Tv-Ma,124 Min,"Action & Adventure, International Movies",2020,9,20,1970,1,1,56,Long
S1967,Movie,High & Low The Movie 3 / Final Mission,"Shigeaki Kubo, Tsuyoshi Nakakuki",Japan,2020-09-20,1970-01-01 00:00:00.000002017,Tv-Ma,118 Min,"Action & Adventure, International Movies",2020,9,20,1970,1,1,56,Medium
S1968,Movie,High & Low The Red Rain,Yudai Yamaguchi,Japan,2020-09-20,1970-01-01 00:00:00.000002016,Tv-Ma,111 Min,"Action & Adventure, International Movies",2020,9,20,1970,1,1,56,Medium
S2026,Movie,Photocopy,Vijay Maurya,India,2020-09-10,1970-01-01 00:00:00.000002016,Tv-14,138 Min,"Comedies, Dramas, International Movies",2020,9,10,1970,1,1,56,Long
S1970,Movie,Road To High & Low,Shigeaki Kubo,Japan,2020-09-20,1970-01-01 00:00:00.000002016,Tv-Ma,94 Min,"Action & Adventure, International Movies",2020,9,20,1970,1,1,56,Medium
S1971,Movie,The Blue Elephant 2,Marwan Hamed,Egypt,2020-09-20,1970-01-01 00:00:00.000002019,Tv-Ma,130 Min,"Horror Movies, International Movies, Thrillers",2020,9,20,1970,1,1,56,Long
S1972,Movie,Bhaji In Problem,Smeep Kang,India,2020-09-19,1970-01-01 00:00:00.000002013,Tv-14,117 Min,"Comedies, International Movies",2020,9,19,1970,1,1,56,Medium
S1973,Movie,Black,Raja Chanda,India,2020-09-19,1970-01-01 00:00:00.000002015,Tv-14,137 Min,"Action & Adventure, International Movies",2020,9,19,1970,1,1,56,Long
S1987,Movie,Nee Enge En Anbe,Sekhar Kammula,India,2020-09-17,1970-01-01 00:00:00.000002014,Tv-14,137 Min,"International Movies, Thrillers",2020,9,17,1970,1,1,56,Long
S1975,Movie,Saheb Biwi Aur Gangster Returns,Tigmanshu Dhulia,India,2020-09-19,1970-01-01 00:00:00.000002013,Tv-Ma,139 Min,"Dramas, International Movies, Romantic Movies",2020,9,19,1970,1,1,56,Long
S1976,Movie,Santa Banta Pvt Ltd,Akashdeep,India,2020-09-19,1970-01-01 00:00:00.000002016,Tv-14,111 Min,"Comedies, International Movies",2020,9,19,1970,1,1,56,Medium
S1977,Movie,The Royal Bengal Tiger,Rajesh Ganguly,India,2020-09-19,1970-01-01 00:00:00.000002014,Tv-Ma,103 Min,"Dramas, International Movies, Thrillers",2020,9,19,1970,1,1,56,Medium
S1978,Movie,Dolly Kitty Aur Woh Chamakte Sitare,Alankrita Shrivastava,India,2020-09-18,1970-01-01 00:00:00.000002020,Tv-Ma,120 Min,"Dramas, Independent Movies, International Movies",2020,9,18,1970,1,1,56,Medium
S1982,Movie,Whipped,Chandra Liow,Indonesia,2020-09-18,1970-01-01 00:00:00.000002020,Tv-14,98 Min,"Comedies, International Movies, Romantic Movies",2020,9,18,1970,1,1,56,Medium
S1983,Movie,Anaamika,Sekhar Kammula,India,2020-09-17,1970-01-01 00:00:00.000002014,Tv-14,130 Min,"International Movies, Thrillers",2020,9,17,1970,1,1,56,Long
S1985,Movie,Gims: On The Record,Florent Bodin,France,2020-09-17,1970-01-01 00:00:00.000002020,Tv-Ma,96 Min,"Documentaries, International Movies, Music & Musicals",2020,9,17,1970,1,1,56,Medium
S1986,Movie,Horrid Henrys Gross Day Out,Gary Andrews,United Kingdom,2020-09-17,1970-01-01 00:00:00.000002020,Tv-Y,61 Min,"Children & Family Movies, Comedies",2020,9,17,1970,1,1,56,Medium
S1988,Movie,Residue,Merawi Gerima,United States,2020-09-17,1970-01-01 00:00:00.000002020,Tv-Ma,90 Min,"Dramas, Independent Movies",2020,9,17,1970,1,1,56,Medium
S1993,Movie,Dr Jason Leong Hashtag Blessed,Kubhaer T. Jethwani,Not Given,2020-09-16,1970-01-01 00:00:00.000002018,Tv-Ma,69 Min,Stand-Up Comedy,2020,9,16,1970,1,1,56,Medium
S2005,Movie,Wish Upon A Unicorn,Steve Bencich,Not Given,2020-09-15,1970-01-01 00:00:00.000002020,Pg,93 Min,Children & Family Movies,2020,9,15,1970,1,1,56,Medium
S1996,Movie,The Devil All The Time,Antonio Campos,United States,2020-09-16,1970-01-01 00:00:00.000002020,R,139 Min,"Dramas, Thrillers",2020,9,16,1970,1,1,56,Long
S1997,Movie,The Paramedic,Carles Torras,Spain,2020-09-16,1970-01-01 00:00:00.000002020,Tv-Ma,94 Min,"Dramas, International Movies, Thrillers",2020,9,16,1970,1,1,56,Medium
S1998,Movie,The Take,James Watkins,United Kingdom,2020-09-16,1970-01-01 00:00:00.000002016,R,92 Min,"Action & Adventure, International Movies",2020,9,16,1970,1,1,56,Medium
S1999,Tv Show,Call The Midwife,Philippa Lowthorpe,United Kingdom,2020-09-15,1970-01-01 00:00:00.000002020,Tv-Ma,9 Seasons,"British Tv Shows, International Tv Shows, Tv Dramas",2020,9,15,1970,1,1,56,Short
S2000,Movie,Hope Frozen: A Quest To Live Twice,Pailin Wedel,Thailand,2020-09-15,1970-01-01 00:00:00.000002020,Tv-Pg,80 Min,"Documentaries, International Movies",2020,9,15,1970,1,1,56,Medium
S2001,Movie,Michael Mcintyre: Showman,Chris Howe,United Kingdom,2020-09-15,1970-01-01 00:00:00.000002020,Tv-Ma,63 Min,Stand-Up Comedy,2020,9,15,1970,1,1,56,Medium
S2002,Movie,Raising Victor Vargas,Peter Sollett,France,2020-09-15,1970-01-01 00:00:00.000002002,R,88 Min,"Dramas, Independent Movies, Romantic Movies",2020,9,15,1970,1,1,56,Medium
S2004,Movie,The Smurfs 2,Raja Gosnell,United States,2020-09-15,1970-01-01 00:00:00.000002013,Pg,105 Min,"Children & Family Movies, Comedies",2020,9,15,1970,1,1,56,Medium
S2006,Movie,Lara And The Beat,Tosin Coker,Nigeria,2020-09-14,1970-01-01 00:00:00.000002018,Tv-Ma,140 Min,"Dramas, International Movies, Music & Musicals",2020,9,14,1970,1,1,56,Long
S2008,Movie,Dad Wanted,Javier Colinas,Mexico,2020-09-11,1970-01-01 00:00:00.000002020,Tv-14,103 Min,"Children & Family Movies, Comedies, Dramas",2020,9,11,1970,1,1,56,Medium
S2015,Movie,Wonho Chung: Live In New York,Shaun Mir,Not Given,2020-09-11,1970-01-01 00:00:00.000002014,Tv-14,69 Min,Stand-Up Comedy,2020,9,11,1970,1,1,56,Medium
S2011,Movie,How To Train Your Dragon 2,Dean Deblois,United States,2020-09-11,1970-01-01 00:00:00.000002014,Pg,102 Min,Children & Family Movies,2020,9,11,1970,1,1,56,Medium
S2012,Movie,Pets United,Reinhard Klooss,Germany,2020-09-11,1970-01-01 00:00:00.000002020,Tv-Y7,93 Min,"Children & Family Movies, Comedies",2020,9,11,1970,1,1,56,Medium
S2016,Movie,Aapla Manus,Satish Rajwade,India,2020-09-10,1970-01-01 00:00:00.000002018,Tv-14,133 Min,"Dramas, International Movies, Thrillers",2020,9,10,1970,1,1,56,Long
S2017,Movie,Ani... Dr. Kashinath Ghanekar,Abhijeet Deshpande,India,2020-09-10,1970-01-01 00:00:00.000002018,Tv-14,157 Min,"Dramas, International Movies",2020,9,10,1970,1,1,56,Long
S2018,Movie,Bhai: Vyakti Ki Valli - Poorvardha,Mahesh Manjrekar,India,2020-09-10,1970-01-01 00:00:00.000002019,Tv-14,116 Min,"Dramas, International Movies",2020,9,10,1970,1,1,56,Medium
S2019,Movie,Bhai: Vyakti Ki Valli - Uttarardh,Mahesh Manjrekar,India,2020-09-10,1970-01-01 00:00:00.000002019,Tv-Pg,112 Min,"Dramas, International Movies",2020,9,10,1970,1,1,56,Medium
S2020,Movie,Cycle,Prakash Kunte,India,2020-09-10,1970-01-01 00:00:00.000002018,Tv-Pg,96 Min,"Comedies, Dramas, International Movies",2020,9,10,1970,1,1,56,Medium
S2021,Movie,Dhh,Manish Saini,India,2020-09-10,1970-01-01 00:00:00.000002017,Tv-G,127 Min,"Children & Family Movies, Dramas, International Movies",2020,9,10,1970,1,1,56,Long
S2023,Tv Show,Julie And The Phantoms,Kenny Ortega,United States,2020-09-10,1970-01-01 00:00:00.000002020,Tv-G,1 Season,"Kids Tv, Tv Comedies",2020,9,10,1970,1,1,56,Short
S2024,Movie,Kaagar,Makarand Mane,India,2020-09-10,1970-01-01 00:00:00.000002019,Tv-Ma,130 Min,"Dramas, International Movies, Romantic Movies",2020,9,10,1970,1,1,56,Long
S2025,Movie,Night Of Knots,Hakan Algül,Turkey,2020-09-10,1970-01-01 00:00:00.000002018,Tv-Ma,93 Min,"Comedies, International Movies, Romantic Movies",2020,9,10,1970,1,1,56,Medium
S2027,Movie,Poshter Girl,Sameer Patil,India,2020-09-10,1970-01-01 00:00:00.000002016,Tv-14,138 Min,"Comedies, Dramas, International Movies",2020,9,10,1970,1,1,56,Long
S2028,Movie,Satria Heroes: Revenge Of The Darkness,"Kenzo Maihara, Amandha Wyanto",Indonesia,2020-09-10,1970-01-01 00:00:00.000002017,Tv-G,92 Min,Children & Family Movies,2020,9,10,1970,1,1,56,Medium
S2029,Movie,Son Of Adam,Ahmed Nader Galal,Egypt,2020-09-10,1970-01-01 00:00:00.000002018,Tv-14,110 Min,"Dramas, International Movies, Thrillers",2020,9,10,1970,1,1,56,Medium
S2030,Movie,The Babysitter: Killer Queen,Mcg,United States,2020-09-10,1970-01-01 00:00:00.000002020,Tv-Ma,102 Min,"Comedies, Horror Movies",2020,9,10,1970,1,1,56,Medium
S2031,Movie,Cargo,Arati Kadav,India,2020-09-09,1970-01-01 00:00:00.000002020,Tv-14,113 Min,"Comedies, Dramas, Independent Movies",2020,9,9,1970,1,1,56,Medium
S2032,Movie,Cuties,Maïmouna Doucouré,France,2020-09-09,1970-01-01 00:00:00.000002020,Tv-Ma,96 Min,"Dramas, International Movies",2020,9,9,1970,1,1,56,Medium
S2034,Tv Show,La Línea: Shadow Of Narco,Pepe Mora,Spain,2020-09-09,1970-01-01 00:00:00.000002020,Tv-Ma,1 Season,"Crime Tv Shows, Docuseries, International Tv Shows",2020,9,9,1970,1,1,56,Short
S2035,Movie,So Much Love To Give,Marcos Carnevale,Argentina,2020-09-09,1970-01-01 00:00:00.000002020,Tv-14,108 Min,"Comedies, International Movies, Music & Musicals",2020,9,9,1970,1,1,56,Medium
S2036,Movie,The Social Dilemma,Jeff Orlowski,United States,2020-09-09,1970-01-01 00:00:00.000002020,Pg-13,94 Min,Documentaries,2020,9,9,1970,1,1,56,Medium
S2037,Movie,#Alive,Cho Il,South Korea,2020-09-08,1970-01-01 00:00:00.000002020,Tv-Ma,99 Min,"Horror Movies, International Movies, Thrillers",2020,9,8,1970,1,1,56,Medium
S2039,Movie,My Octopus Teacher,"Pippa Ehrlich, James Reed",South Africa,2020-09-07,1970-01-01 00:00:00.000002020,Tv-G,86 Min,"Children & Family Movies, Documentaries, International Movies",2020,9,7,1970,1,1,56,Medium
S2040,Movie,Toll Booth,Tolga Karaçelik,Turkey,2020-09-07,1970-01-01 00:00:00.000002010,Tv-Ma,98 Min,"Dramas, Independent Movies, International Movies",2020,9,7,1970,1,1,56,Medium
S2042,Movie,Waiting For Superman,Davis Guggenheim,United States,2020-09-07,1970-01-01 00:00:00.000002010,Pg,111 Min,Documentaries,2020,9,7,1970,1,1,56,Medium
S2044,Movie,Villain,Philip Barantini,United Kingdom,2020-09-05,1970-01-01 00:00:00.000002020,R,97 Min,Dramas,2020,9,5,1970,1,1,56,Medium
S2046,Movie,Im Thinking Of Ending Things,Charlie Kaufman,United States,2020-09-04,1970-01-01 00:00:00.000002020,R,135 Min,"Dramas, Independent Movies",2020,9,4,1970,1,1,56,Long
S2631,Movie,Bittersweet,Khaled Marei,Egypt,2020-04-25,1970-01-01 00:00:00.000002010,Tv-Ma,132 Min,"Comedies, Dramas, International Movies",2020,4,25,1970,1,1,56,Long
S2047,Movie,Kandasamys: The Wedding,Jayan Moodley,South Africa,2020-09-04,1970-01-01 00:00:00.000002019,Tv-14,93 Min,"Comedies, Dramas, International Movies",2020,9,4,1970,1,1,56,Medium
S2049,Movie,The Lost Okoroshi,Abba T. Makama,Nigeria,2020-09-04,1970-01-01 00:00:00.000002019,Tv-Ma,94 Min,"Comedies, Dramas, Independent Movies",2020,9,4,1970,1,1,56,Medium
S2050,Movie,Youre My Boss,Antoinette Jadaone,Philippines,2020-09-04,1970-01-01 00:00:00.000002015,Tv-14,117 Min,"Comedies, International Movies, Romantic Movies",2020,9,4,1970,1,1,56,Medium
S2051,Movie,Afonso Padilha: Classless,"Junior Carelli, Rudge Campos",Brazil,2020-09-03,1970-01-01 00:00:00.000002020,Tv-Ma,63 Min,Stand-Up Comedy,2020,9,3,1970,1,1,56,Medium
S2052,Movie,Ave Maryam,Ertanto Robby Soediskam,Indonesia,2020-09-03,1970-01-01 00:00:00.000002018,Tv-Pg,73 Min,"Dramas, Independent Movies, International Movies",2020,9,3,1970,1,1,56,Medium
S2053,Movie,"Love, Guaranteed",Mark Steven Johnson,United States,2020-09-03,1970-01-01 00:00:00.000002020,Tv-Pg,91 Min,"Comedies, Independent Movies, Romantic Movies",2020,9,3,1970,1,1,56,Medium
S2056,Movie,Freaks – Youre One Of Us,Felix Binder,Germany,2020-09-02,1970-01-01 00:00:00.000002020,Tv-Ma,93 Min,"Dramas, Independent Movies, International Movies",2020,9,2,1970,1,1,56,Medium
S2057,Movie,Hotel For Dogs,Thor Freudenthal,Germany,2020-09-02,1970-01-01 00:00:00.000002009,Pg,101 Min,"Children & Family Movies, Comedies",2020,9,2,1970,1,1,56,Medium
S2058,Movie,Sky Tour: The Movie,Nguyen Thanh Tung,Vietnam,2020-09-02,1970-01-01 00:00:00.000002020,Tv-G,93 Min,"Documentaries, International Movies, Music & Musicals",2020,9,2,1970,1,1,56,Medium
S2060,Movie,Adrift,Baltasar Kormákur,Hong Kong,2020-09-01,1970-01-01 00:00:00.000002018,Pg-13,96 Min,"Action & Adventure, Dramas, Romantic Movies",2020,9,1,1970,1,1,56,Medium
S2061,Movie,Always Be My Maybe,Dan Villegas,Philippines,2020-09-01,1970-01-01 00:00:00.000002016,Tv-14,112 Min,"International Movies, Romantic Movies",2020,9,1,1970,1,1,56,Medium
S2062,Movie,Barbie Princess Adventure,Conrad Helten,Netherlands,2020-09-01,1970-01-01 00:00:00.000002020,Tv-Y,72 Min,"Children & Family Movies, Music & Musicals",2020,9,1,1970,1,1,56,Medium
S2083,Movie,Maniyarayile Ashokan,Shamzu Zayba,India,2020-08-31,1970-01-01 00:00:00.000002020,Tv-14,110 Min,"Comedies, International Movies, Romantic Movies",2020,8,31,1970,1,1,56,Medium
S2066,Movie,Children Of The Sea,Ayumu Watanabe,Japan,2020-09-01,1970-01-01 00:00:00.000002019,Tv-Pg,112 Min,"Anime Features, International Movies",2020,9,1,1970,1,1,56,Medium
S2068,Movie,Fate/Grand Order -First Order-,Hitoshi Namba,Japan,2020-09-01,1970-01-01 00:00:00.000002016,Tv-14,72 Min,"Action & Adventure, Anime Features, International Movies",2020,9,1,1970,1,1,56,Medium
S2072,Movie,Puss In Boots,Chris Miller,United States,2020-09-01,1970-01-01 00:00:00.000002011,Pg,92 Min,"Children & Family Movies, Comedies",2020,9,1,1970,1,1,56,Medium
S2073,Movie,Sex Drive,Sean Anders,United States,2020-09-01,1970-01-01 00:00:00.000002008,R,109 Min,Comedies,2020,9,1,1970,1,1,56,Medium
S2075,Movie,Soldier,Abbas Mustan,India,2020-09-01,1970-01-01 00:00:00.000001998,Tv-14,155 Min,"Comedies, Dramas, International Movies",2020,9,1,1970,1,1,56,Long
S2076,Movie,"Take The Ball, Pass The Ball",Duncan Mcmath,Spain,2020-09-01,1970-01-01 00:00:00.000002018,Tv-Ma,109 Min,"Documentaries, International Movies, Sports Movies",2020,9,1,1970,1,1,56,Medium
S2077,Movie,The Boss Baby: Get That Baby!,"Dan Forgione, Pete Jacobs, Matt Whitlock",United States,2020-09-01,1970-01-01 00:00:00.000002020,Tv-Y7,115 Min,"Children & Family Movies, Comedies",2020,9,1,1970,1,1,56,Medium
S2078,Movie,The Match,Francesco Carnesecchi,Italy,2020-09-01,1970-01-01 00:00:00.000002020,Tv-Ma,97 Min,"Dramas, International Movies, Sports Movies",2020,9,1,1970,1,1,56,Medium
S2080,Movie,The Smurfs,Raja Gosnell,United States,2020-09-01,1970-01-01 00:00:00.000002011,Pg,103 Min,"Children & Family Movies, Comedies",2020,9,1,1970,1,1,56,Medium
S2081,Tv Show,Thomas And Friends,Greg Tiernan,United Kingdom,2020-09-01,1970-01-01 00:00:00.000002020,Tv-Y,2 Seasons,"British Tv Shows, Classic & Cult Tv, Kids Tv",2020,9,1,1970,1,1,56,Short
S2082,Movie,True: Friendship Day,"Mark Thornton, Todd Kauffman",Canada,2020-09-01,1970-01-01 00:00:00.000002020,Tv-Y,24 Min,Children & Family Movies,2020,9,1,1970,1,1,56,Short
S2084,Movie,The Debt Collector 2,Jesse V. Johnson,United States,2020-08-31,1970-01-01 00:00:00.000002020,Tv-Ma,97 Min,Action & Adventure,2020,8,31,1970,1,1,56,Medium
S2085,Movie,All Together Now,Brett Haley,United States,2020-08-29,1970-01-01 00:00:00.000002020,Pg,94 Min,Dramas,2020,8,29,1970,1,1,56,Medium
S2088,Movie,Santana,"Chris Roland, Maradona Dias Dos Santos",South Africa,2020-08-28,1970-01-01 00:00:00.000002020,Tv-Ma,107 Min,"Action & Adventure, International Movies",2020,8,28,1970,1,1,56,Medium
S2089,Movie,Unknown Origins,David Galán Galindo,Spain,2020-08-28,1970-01-01 00:00:00.000002020,Tv-Ma,97 Min,"International Movies, Thrillers",2020,8,28,1970,1,1,56,Medium
S2091,Movie,Edge Of Seventeen,David Moreton,United States,2020-08-27,1970-01-01 00:00:00.000001998,Tv-Ma,103 Min,"Comedies, Dramas, Independent Movies",2020,8,27,1970,1,1,56,Medium
S2092,Movie,The Bridge Curse,Lester Hsi,Taiwan,2020-08-27,1970-01-01 00:00:00.000002020,Tv-Ma,88 Min,"Horror Movies, International Movies, Thrillers",2020,8,27,1970,1,1,56,Medium
S2093,Movie,The Young Messiah,Cyrus Nowrasteh,United States,2020-08-27,1970-01-01 00:00:00.000002016,Pg-13,111 Min,"Dramas, Faith & Spirituality",2020,8,27,1970,1,1,56,Medium
S2095,Movie,Lingua Franca,Isabel Sandoval,United States,2020-08-26,1970-01-01 00:00:00.000002019,Tv-Ma,94 Min,"Dramas, International Movies, Lgbtq Movies",2020,8,26,1970,1,1,56,Medium
S2096,Movie,Making The Witcher,Nathan Wiley,United States,2020-08-26,1970-01-01 00:00:00.000002020,Tv-Ma,33 Min,Documentaries,2020,8,26,1970,1,1,56,Short
S2101,Movie,Septembers Of Shiraz,Wayne Blair,United States,2020-08-24,1970-01-01 00:00:00.000002016,Pg-13,110 Min,"Dramas, Thrillers",2020,8,24,1970,1,1,56,Medium
S2104,Movie,Class Of 83,Atul Sabharwal,India,2020-08-21,1970-01-01 00:00:00.000002020,Tv-14,98 Min,"Dramas, International Movies, Thrillers",2020,8,21,1970,1,1,56,Medium
S2105,Movie,Dark Forces,Bernardo Arellano,Mexico,2020-08-21,1970-01-01 00:00:00.000002020,Tv-Ma,81 Min,"Horror Movies, Independent Movies, International Movies",2020,8,21,1970,1,1,56,Medium
S2108,Movie,The Sleepover,Trish Sie,United States,2020-08-21,1970-01-01 00:00:00.000002020,Tv-Pg,104 Min,"Action & Adventure, Children & Family Movies, Comedies",2020,8,21,1970,1,1,56,Medium
S2109,Tv Show,Goedam,Hong Won-Ki,South Korea,2020-08-20,1970-01-01 00:00:00.000002020,Tv-Ma,1 Season,"International Tv Shows, Tv Horror, Tv Mysteries",2020,8,20,1970,1,1,56,Short
S2111,Movie,Scarecrow,Khaled Marei,Egypt,2020-08-20,1970-01-01 00:00:00.000002019,Tv-Ma,121 Min,"Comedies, International Movies",2020,8,20,1970,1,1,56,Long
S2112,Movie,The Crimes That Bind,Sebastián Schindel,Argentina,2020-08-20,1970-01-01 00:00:00.000002020,Tv-14,100 Min,"Dramas, International Movies",2020,8,20,1970,1,1,56,Medium
S2116,Movie,Drunk Parents,Fred Wolf,United States,2020-08-18,1970-01-01 00:00:00.000002019,R,97 Min,Comedies,2020,8,18,1970,1,1,56,Medium
S2117,Movie,Meet The In-Laws,Niyi Akinmolayan,Nigeria,2020-08-18,1970-01-01 00:00:00.000002017,Tv-Pg,75 Min,"Comedies, Dramas, International Movies",2020,8,18,1970,1,1,56,Medium
S2118,Movie,Crazy Awesome Teachers,Sammaria Sari Simanjuntak,Indonesia,2020-08-17,1970-01-01 00:00:00.000002020,Tv-Pg,102 Min,"Comedies, Dramas, International Movies",2020,8,17,1970,1,1,56,Medium
S2120,Movie,Islands Of Faith,Chairun Nissa,Indonesia,2020-08-17,1970-01-01 00:00:00.000002018,Tv-Pg,88 Min,"Documentaries, Faith & Spirituality, International Movies",2020,8,17,1970,1,1,56,Medium
S2121,Movie,Les Misérables,Tom Hooper,United Kingdom,2020-08-16,1970-01-01 00:00:00.000002012,Pg-13,158 Min,"Dramas, International Movies, Music & Musicals",2020,8,16,1970,1,1,56,Long
S2122,Movie,Seventh Son,Sergei Bodrov,United States,2020-08-16,1970-01-01 00:00:00.000002014,Pg-13,102 Min,"Action & Adventure, Sci-Fi & Fantasy",2020,8,16,1970,1,1,56,Medium
S2115,Movie,Little Singham: Kaal Ka Badla,Prakash Satam,Not Given,2020-08-19,1970-01-01 00:00:00.000002020,Tv-Y7,70 Min,"Children & Family Movies, Comedies",2020,8,19,1970,1,1,56,Medium
S2129,Movie,Beyond The Boundary: Icc Womens T20 World Cup Australia 2020,Anna Stone,Not Given,2020-08-14,1970-01-01 00:00:00.000002020,Tv-G,59 Min,"Documentaries, International Movies, Sports Movies",2020,8,14,1970,1,1,56,Short
S2127,Movie,Whats Your Raashee?,Ashutosh Gowariker,India,2020-08-15,1970-01-01 00:00:00.000002009,Tv-Pg,203 Min,"Comedies, International Movies, Music & Musicals",2020,8,15,1970,1,1,56,Very Long
S2130,Movie,Fearless,Cory Edwards,Canada,2020-08-14,1970-01-01 00:00:00.000002020,Tv-Y7,92 Min,"Children & Family Movies, Comedies",2020,8,14,1970,1,1,56,Medium
S2131,Movie,Nigerian Prince,Faraday Okoro,United States,2020-08-14,1970-01-01 00:00:00.000002018,Tv-Ma,104 Min,"Dramas, Independent Movies",2020,8,14,1970,1,1,56,Medium
S2132,Movie,Octonauts & The Caves Of Sac Actun,Blair Simmons,United Kingdom,2020-08-14,1970-01-01 00:00:00.000002020,Tv-Y,72 Min,Children & Family Movies,2020,8,14,1970,1,1,56,Medium
S2133,Movie,Project Power,"Henry Joost, Ariel Schulman",United States,2020-08-14,1970-01-01 00:00:00.000002020,R,113 Min,Action & Adventure,2020,8,14,1970,1,1,56,Medium
S2138,Movie,An Easy Girl,Rebecca Zlotowski,France,2020-08-13,1970-01-01 00:00:00.000002019,Tv-Ma,93 Min,"Comedies, Dramas, International Movies",2020,8,13,1970,1,1,56,Medium
S2139,Movie,Christine,Antonio Campos,United Kingdom,2020-08-13,1970-01-01 00:00:00.000002016,R,119 Min,"Dramas, Independent Movies",2020,8,13,1970,1,1,56,Medium
S2140,Movie,Simon Killer,Antonio Campos,United States,2020-08-13,1970-01-01 00:00:00.000002012,Tv-Ma,105 Min,"Dramas, Independent Movies, Thrillers",2020,8,13,1970,1,1,56,Medium
S2148,Movie,Diamonds In The Sky,Kunle Afolayan,Nigeria,2020-08-08,1970-01-01 00:00:00.000002018,Tv-14,113 Min,"Dramas, International Movies",2020,8,8,1970,1,1,56,Medium
S2142,Movie,Gunjan Saxena: The Kargil Girl,Sharan Sharma,India,2020-08-12,1970-01-01 00:00:00.000002020,Tv-14,113 Min,"Action & Adventure, Dramas, International Movies",2020,8,12,1970,1,1,56,Medium
S2143,Movie,Mr. Peabody & Sherman,Rob Minkoff,United States,2020-08-11,1970-01-01 00:00:00.000002014,Pg,93 Min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2020,8,11,1970,1,1,56,Medium
S2144,Movie,"Rob Schneider: Asian Momma, Mexican Kids",Tyler Spindel,United States,2020-08-11,1970-01-01 00:00:00.000002020,Tv-Ma,44 Min,Stand-Up Comedy,2020,8,11,1970,1,1,56,Short
S2147,Movie,The Lost Husband,Vicky Wight,United States,2020-08-10,1970-01-01 00:00:00.000002020,Pg-13,110 Min,"Dramas, Romantic Movies",2020,8,10,1970,1,1,56,Medium
S2150,Movie,We Summon The Darkness,Marc Meyers,United States,2020-08-08,1970-01-01 00:00:00.000002020,R,90 Min,"Horror Movies, Thrillers",2020,8,8,1970,1,1,56,Medium
S2151,Movie,"Berlin, Berlin: Lolle On The Run",Franziska Meyer Price,Germany,2020-08-07,1970-01-01 00:00:00.000002020,Tv-Ma,82 Min,"Comedies, International Movies",2020,8,7,1970,1,1,56,Medium
S2155,Movie,Stars In The Sky: A Hunting Story,Steven Rinella,United States,2020-08-07,1970-01-01 00:00:00.000002018,Tv-14,69 Min,Documentaries,2020,8,7,1970,1,1,56,Medium
S2156,Movie,The Magic School Bus Rides Again Kids In Space,Richard Weston,United States,2020-08-07,1970-01-01 00:00:00.000002020,Tv-Y,46 Min,Children & Family Movies,2020,8,7,1970,1,1,56,Short
S2160,Movie,Work It,Laura Terruso,United States,2020-08-07,1970-01-01 00:00:00.000002020,Tv-14,94 Min,Comedies,2020,8,7,1970,1,1,56,Medium
