title,Dick Johnson Is Dead,Ganglands,Midnight Mass,Confessions Of An Invisible Girl,Sankofa,The Great British Baking Show,The Starling,Motu Patlu In The Game Of Zones,Je Suis Karl,Motu Patlu In Wonderland,Motu Patlu: Deep Sea Adventure,Motu Patlu: Mission Moon,99 Songs (Tamil),Bridgerton - The Afterparty,Bling Empire - The Afterparty,Cobra Kai - The Afterparty,The Circle - The Afterparty,Jailbirds New Orleans,Crime Stories: India Detectives,True: Winter Wishes,True: Magical Friends,True: Wonderful Wishes,Dance & Sing With True,My Little Pony: A New Generation,Bangkok Breaking,Europes Most Dangerous Man: Otto Skorzeny In Spain,Samudri Lootere,Monsters Inside: The 24 Faces Of Billy Milligan,Go! Go! Cory Carson: Chrissy Takes The Wheel,Jeans,Grown Ups,Dark Skies,Paranoia,Jaguar,Chicago Party Aunt,Squid Game,Tayo And Little Wizards,The Worlds Most Amazing Vacation Rentals,Metal Shop Masters,Pokémon Master Journeys: The Series,Titipo Titipo,Mighty Raju,Tobot Galaxy Detectives,Hotel Del Luna,Brave Animated Series,How To Be A Cowboy,Oldsters,Bread Barbershop,Turning Point: 9/11 And The War On Terror,Hometown Cha-Cha-Cha
Go! Go! Cory Carson: Chrissy Takes The Wheel,0.05412398724741037,0.02824762678620345,0.06284488292044521,0.14719148156225798,0.07748527799055113,0.03712601844166455,0.05098039723725939,0.15696767362335348,0.04978179418545586,0.1593512758320126,0.17368393102677407,0.17368393102677407,0.05991157641891971,0.05917710256236308,0.0587301862674697,0.0587301862674697,0.048098721793570706,0.03078098253029376,0.03203376447180427,0.1686435619214454,0.04749271373862877,0.04749271373862877,0.04749271373862877,0.12312723125878518,0.02749694311536889,0.02639189496388708,0.15627782104905144,0.05411803683501106,1.0000000000000002,0.061811187544789196,0.05572431544360188,0.06137303376212186,0.05985309570822195,0.03603321668952968,0.03931839654235897,0.04761458853883714,0.03711004737773185,0.03271915984706982,0.03451691603608442,0.027677648733793286,0.036592109872493526,0.03579393035455723,0.03579393035455723,0.04433538997476411,0.04569679707100512,0.03371527222667792,0.03323776817009264,0.04248818081787177,0.026254951189188077,0.04433538997476411
Jeans,0.026363250277779735,0.05797089953405998,0.04567078619369345,0.10177301553512987,0.12060796168406776,0.03442971445547937,0.062284772292545906,0.1730684850511715,0.12506453381449906,0.13803000684001493,0.19149939682907913,0.19149939682907913,0.15051312427612365,0.060290568792003896,0.059835243396625826,0.059835243396625826,0.06002978533082404,0.04444834247865827,0.04625738417291005,0.06325536488297472,0.025927823683072497,0.025927823683072497,0.025927823683072497,0.050531610556923026,0.056430316744816106,0.06630315548377894,0.07111551864760973,0.053403498825661144,0.061811187544789196,1.0,0.06808060522576902,0.0597332687415193,0.029153841435273352,0.07394879578407547,0.12848137743760432,0.09771654622287361,0.05358763624979444,0.04724710853739743,0.049843103733580855,0.0399670676110775,0.052839724333964014,0.05168713745543386,0.05168713745543386,0.22768300788713675,0.14378304548516696,0.048685514350222836,0.06821186551027027,0.1194679422268175,0.03791266445341602,0.22768300788713675
Grown Ups,0.11413301785596545,0.0,0.03980341570262226,0.0905724611518088,0.060164451265785214,0.016936442329719865,0.14057407410824918,0.05448293369173363,0.02951116209448076,0.022051407326023384,0.06028508850909989,0.06028508850909989,0.03551620169510008,0.05435344000154272,0.05394295288797376,0.05394295288797376,0.08157488326772316,0.0,0.0,0.057026277058418576,0.03766141810159808,0.03766141810159808,0.03766141810159808,0.05232718386846304,0.0,0.015645388098272494,0.021626095366873224,0.038112288224878756,0.05572431544360188,0.06808060522576902,1.0,0.10321191662259588,0.12621417579556007,0.0,0.06331400388018413,0.0,0.0,0.06771417633169026,0.0,0.0,0.0,0.0,0.0,0.04283568964773371,0.044151045436686874,0.06977568798523605,0.0,0.05131370582978704,0.0,0.04283568964773371
Dark Skies,0.10024780770462674,0.0,0.11223874428856166,0.06603753297229914,0.07968156715320743,0.014875986333883798,0.09442528754551041,0.03344087843728147,0.04543316587730703,0.03394868842046227,0.03700216159100546,0.03700216159100546,0.0546780732584962,0.05986319404279301,0.05941109625963618,0.05941109625963618,0.04748996191821832,0.0,0.0,0.06280697392822408,0.03307960019507378,0.03307960019507378,0.03307960019507378,0.05773551560478048,0.0,0.02408646295960668,0.033293910112247645,0.033475618299803486,0.06137303376212186,0.0597332687415193,0.10321191662259588,1.0,0.1108591944946099,0.0,0.0,0.0,0.0,0.0594761958922623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061286907881726305,0.0,0.0,0.0,0.0
Paranoia,0.12258947259953548,0.0,0.04275256915402324,0.06428609271856989,0.06462221439917498,0.018191313713731675,0.11546932013087167,0.023330973696692375,0.03169773186517655,0.023685261679369907,0.02581560351112265,0.02581560351112265,0.03814770270979459,0.05838064802744853,0.057939746702778135,0.057939746702778135,0.05807378254574755,0.0,0.0,0.0612515235313313,0.04045186458008124,0.04045186458008124,0.04045186458008124,0.24448112470359565,0.0,0.01680460143446586,0.023228437092217644,0.04093614101175868,0.05985309570822195,0.029153841435273352,0.12621417579556007,0.1108591944946099,1.0,0.0,0.0,0.11640127839463123,0.0,0.07273132104935384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07494557623259016,0.0,0.0,0.0,0.0
Jaguar,0.0,0.45818912427508374,0.2507984984803542,0.03904681879097743,0.07658110883612546,0.21307367078993855,0.0,0.041640237892570806,0.11136069281579156,0.042272557660830754,0.04607471104799331,0.04607471104799331,0.28861373961826586,0.035146762518404574,0.053970002875800345,0.053970002875800345,0.0349620210231514,0.45833327382618894,0.5860735442413899,0.036875108861998296,0.1436926308753333,0.1436926308753333,0.1436926308753333,0.020757013572711567,0.46654406049921066,0.07727429394142388,0.06666459258719404,0.33376437566079414,0.03603321668952968,0.07394879578407547,0.0,0.0,0.0,1.0,0.5854566010399443,0.6734853467965167,0.5110088133104093,0.3896005725569055,0.5139618630962288,0.3811238043087215,0.48528518916819546,0.4262131370542015,0.4262131370542015,0.6964925348622724,0.7971205093830531,0.46426244288037066,0.887120904905658,0.44466381098093627,0.4616955147110685,0.6964925348622724
Chicago Party Aunt,0.0,0.28119327691611057,0.3148388824183549,0.09641613445917604,0.08117016065949914,0.15974578629900915,0.05792396089208081,0.10281991977512606,0.11803387890809576,0.046126583682195604,0.11376971730658635,0.11376971730658635,0.42319741231928704,0.0383511235698338,0.07277649941527276,0.07277649941527276,0.08632977088293863,0.6960466204565912,0.596937568549175,0.04023704475987011,0.18112268231818773,0.18112268231818773,0.18112268231818773,0.037749081064053676,0.3110592404599587,0.09574061932191813,0.0910794850877358,0.22387075380756488,0.03931839654235897,0.12848137743760432,0.06331400388018413,0.0,0.0,0.5854566010399443,1.0000000000000004,0.773627162016962,0.7635738605713416,0.562391006292978,0.7805268311970026,0.5694934549687912,0.53301168082752,0.615241485581207,0.615241485581207,0.7411915045492464,0.8198004009806635,0.693723193406272,0.5400370149210256,0.7087743315500372,0.7223772597119569,0.7411915045492464
Squid Game,0.0,0.39880296188005404,0.3596421736608011,0.051596787111797306,0.12947715838482854,0.2375047440493597,0.030556361051812513,0.05502375241703498,0.18827967211089522,0.05585930495318751,0.06088350167287409,0.06088350167287409,0.43087192384292894,0.04644322071507794,0.07131640515229926,0.07131640515229926,0.04619910178563789,0.6056453531453232,0.6560704611538977,0.048727071771504205,0.18987662284339074,0.18987662284339074,0.18987662284339074,0.027428488249479653,0.4153350396385186,0.10211088680626136,0.08809114028031803,0.3515147087352679,0.04761458853883714,0.09771654622287361,0.0,0.0,0.11640127839463123,0.6734853467965167,0.773627162016962,1.0000000000000002,0.6752512437382443,0.5148213970634146,0.6791534279839089,0.503620125865397,0.573651814524682,0.5632015405546545,0.5632015405546545,0.7892876001136762,0.7865602817165531,0.6134802058403951,0.6703649103861147,0.5875824126498456,0.6100882458707044,0.7892876001136762
Tayo And Little Wizards,0.0,0.2328155401875834,0.26067260670727926,0.0402137091386552,0.040066990848693904,0.15077353654446832,0.0,0.04288463098722861,0.058263557785542736,0.043535847245832066,0.04745162566635829,0.04745162566635829,0.39942819144170577,0.03619710206474236,0.035923734933872714,0.035923734933872714,0.03600683968265893,0.5977749788833402,0.5172204815748886,0.037977098983933026,0.3060924287475708,0.3060924287475708,0.3060924287475708,0.035628873757445056,0.2618699890176918,0.06219056522712803,0.0859639330180709,0.21129687400494468,0.03711004737773185,0.05358763624979444,0.0,0.0,0.0,0.5110088133104093,0.7635738605713416,0.6752512437382443,1.0,0.5308038659678911,0.6703278147239662,0.7458262839729344,0.7096355750238921,0.8500929310739294,0.8500929310739294,0.6287469479582045,0.6480538844073347,0.6547596758327427,0.4713648691436664,0.823978850398957,0.6818043636043575,0.6287469479582045
The Worlds Most Amazing Vacation Rentals,0.06576951528376475,0.15749159961482342,0.17633593433246536,0.09300460113812316,0.03532623563709459,0.36974995700059277,0.0619495381953545,0.0378104905653046,0.051369771669654944,0.03838465444721445,0.04183711514506266,0.04183711514506266,0.3521675601807315,0.03191423488097397,0.0316732127458951,0.0316732127458951,0.03174648448095676,0.7063735719628755,0.3882966095370325,0.03348362128281507,0.10010791132370188,0.10010791132370188,0.10010791132370188,0.08172737845235531,0.18437798498119398,0.05483213276270388,0.07579261855614948,0.13507516046145676,0.03271915984706982,0.04724710853739743,0.06771417633169026,0.0594761958922623,0.07273132104935384,0.3896005725569055,0.562391006292978,0.5148213970634146,0.5308038659678911,1.0000000000000002,0.7921071801251214,0.3958874748732998,0.5697446584987854,0.6765674436564435,0.6765674436564435,0.4793658436750361,0.49408573362404107,0.8754137907241525,0.35937545129976023,0.6615473705852046,0.4901160376125588,0.4793658436750361
Metal Shop Masters,0.0,0.24685454094671233,0.2763914153422141,0.03740370384629026,0.07125783008727243,0.30332138455083824,0.0,0.03988799022425571,0.10361982801854264,0.04049370157489754,0.0441358579316776,0.0441358579316776,0.37151742777648467,0.03366776441972448,0.06388918523192665,0.06388918523192665,0.03349079696397448,0.8917651419992136,0.524040798820431,0.03532338085100559,0.15900435845780278,0.15900435845780278,0.15900435845780278,0.03313924208795089,0.2730733353695511,0.08404897475453106,0.07995704850263366,0.1965321246960248,0.03451691603608442,0.049843103733580855,0.0,0.0,0.0,0.5139618630962288,0.7805268311970026,0.6791534279839089,0.6703278147239662,0.7921071801251214,1.0,0.49994810309927334,0.4679214070582729,0.5401094797150205,0.5401094797150205,0.584812123512415,0.651798898846814,0.9164857611437225,0.47408882201808,0.5433173823789162,0.6341620567611885,0.584812123512415
Pokémon Master Journeys: The Series,0.0,0.1736399491892567,0.1944164815940283,0.02999244125165164,0.02988301489465894,0.11245086648241823,0.0,0.031984484968755264,0.04345449279423367,0.03247017917097224,0.03539066963921472,0.03539066963921472,0.29790404373699725,0.026996750123535827,0.02679286573215897,0.02679286573215897,0.026854847438126703,0.4458362911525609,0.3857566297676909,0.028324318611259072,0.22829177868505096,0.22829177868505096,0.22829177868505096,0.026572950516656046,0.19530952079309824,0.04638335816152528,0.06411416071856607,0.1575907623542052,0.027677648733793286,0.0399670676110775,0.0,0.0,0.0,0.3811238043087215,0.5694934549687912,0.503620125865397,0.7458262839729344,0.3958874748732998,0.49994810309927334,1.0000000000000002,0.5292648638950659,0.6340216518145285,0.6340216518145285,0.4689359997549917,0.483335620421748,0.4883369759216576,0.3515563087488092,0.6145450840653446,0.5085076149035693,0.4689359997549917
Titipo Titipo,0.0,0.2563514884683634,0.19720872766053715,0.03965245444728682,0.03950778387513903,0.25995730994068755,0.0,0.04228609877409218,0.057450384968526585,0.04292822613768781,0.046789352822376847,0.046789352822376847,0.31267523912848183,0.035691906354549885,0.035422354554022865,0.035422354554022865,0.03550429942646019,0.41727600000979254,0.489341698092414,0.0374470602129308,0.2118999988189072,0.2118999988189072,0.2118999988189072,0.026348706522022928,0.27560118596232835,0.0536062905134292,0.0740981779183692,0.2370638996427598,0.036592109872493526,0.052839724333964014,0.0,0.0,0.0,0.48528518916819546,0.53301168082752,0.573651814524682,0.7096355750238921,0.5697446584987854,0.4679214070582729,0.5292648638950659,1.0,0.8225213814212222,0.8225213814212222,0.5970965150330559,0.5505466152745728,0.4570540891650722,0.49483123132273243,0.7984953514874696,0.45202530755802917,0.5970965150330559
Mighty Raju,0.0,0.17229181233226706,0.1929070361831829,0.03878751998228847,0.03864600509282579,0.23538008792741494,0.0,0.04136371692585985,0.05619722627559473,0.041991837638532245,0.04576874200735552,0.04576874200735552,0.3852623716856328,0.03491336287324828,0.03464969077539359,0.03464969077539359,0.03472984819367735,0.48165080687318673,0.4247866346092607,0.03663023176075794,0.23986529311801003,0.23986529311801003,0.23986529311801003,0.03436528692363114,0.20170483545962714,0.05998496142546354,0.0829152008385476,0.14776879690023628,0.03579393035455723,0.05168713745543386,0.0,0.0,0.0,0.4262131370542015,0.615241485581207,0.5632015405546545,0.8500929310739294,0.6765674436564435,0.5401094797150205,0.6340216518145285,0.8225213814212222,1.0,1.0,0.524414065124427,0.5405172510902065,0.5275656180223167,0.3931476216102531,0.9550538982902633,0.5361745044173734,0.524414065124427
Tobot Galaxy Detectives,0.0,0.17229181233226706,0.1929070361831829,0.03878751998228847,0.03864600509282579,0.23538008792741494,0.0,0.04136371692585985,0.05619722627559473,0.041991837638532245,0.04576874200735552,0.04576874200735552,0.3852623716856328,0.03491336287324828,0.03464969077539359,0.03464969077539359,0.03472984819367735,0.48165080687318673,0.4247866346092607,0.03663023176075794,0.23986529311801003,0.23986529311801003,0.23986529311801003,0.03436528692363114,0.20170483545962714,0.05998496142546354,0.0829152008385476,0.14776879690023628,0.03579393035455723,0.05168713745543386,0.0,0.0,0.0,0.4262131370542015,0.615241485581207,0.5632015405546545,0.8500929310739294,0.6765674436564435,0.5401094797150205,0.6340216518145285,0.8225213814212222,1.0,1.0,0.524414065124427,0.5405172510902065,0.5275656180223167,0.3931476216102531,0.9550538982902633,0.5361745044173734,0.524414065124427
Hotel Del Luna,0.0,0.4257345589816579,0.282431484712559,0.08444858437442121,0.06803004085045393,0.26216655507670505,0.03918900495751466,0.09005750665286685,0.09892612677631275,0.052012295912183135,0.09964817221838879,0.09964817221838879,0.3551113076665446,0.04324469380655308,0.04291810197469622,0.04291810197469622,0.07561417994328702,0.5215150663669104,0.6879971937641445,0.0453712569112273,0.17679989220082268,0.17679989220082268,0.17679989220082268,0.02553949871827695,0.43968247268024024,0.07488378259758435,0.08202433702569875,0.41066480081709633,0.04433538997476411,0.22768300788713675,0.04283568964773371,0.0,0.0,0.6964925348622724,0.7411915045492464,0.7892876001136762,0.6287469479582045,0.4793658436750361,0.584812123512415,0.4689359997549917,0.5970965150330559,0.524414065124427,0.524414065124427,1.0,0.8098174765216343,0.5712300578959648,0.7339486971362491,0.6079241276442701,0.56807170091652,1.0
Brave Animated Series,0.0,0.5009270484333189,0.31805897845638936,0.08704174758106684,0.09711903936053116,0.22793867226999376,0.04039238197696013,0.09282290307086999,0.141225997810194,0.053609437806884826,0.10270806926367879,0.10270806926367879,0.3660157128040169,0.04457260888875991,0.06844396631549247,0.06844396631549247,0.07793606503801226,0.58125153758506,0.6296456537301961,0.04676447237994152,0.1822288875924015,0.1822288875924015,0.1822288875924015,0.02632374026457419,0.5136524296965423,0.09799812654728986,0.08454305885389993,0.3373566128676517,0.04569679707100512,0.14378304548516696,0.044151045436686874,0.0,0.0,0.7971205093830531,0.8198004009806635,0.7865602817165531,0.6480538844073347,0.49408573362404107,0.651798898846814,0.483335620421748,0.5505466152745728,0.5405172510902065,0.5405172510902065,0.8098174765216343,1.0000000000000002,0.5887708228435242,0.6433643598211582,0.6265916576202581,0.5855154821766297,0.8098174765216343
How To Be A Cowboy,0.06777182306554139,0.2115179006948819,0.23682664179101423,0.09583606242830339,0.036401718650947525,0.29627684702808876,0.06383554939478092,0.03896160501650674,0.052933689133824395,0.039553248923984714,0.04311081741975045,0.04311081741975045,0.3628890600001659,0.032885841872083973,0.032637481983418704,0.032637481983418704,0.03271298442619754,0.8172900549265889,0.4699058764332044,0.0345030071664935,0.15531153550997345,0.15531153550997345,0.15531153550997345,0.08421551243286757,0.23791448924494107,0.056501459435532114,0.07810007284224894,0.19196773195168543,0.03371527222667792,0.048685514350222836,0.06977568798523605,0.061286907881726305,0.07494557623259016,0.46426244288037066,0.693723193406272,0.6134802058403951,0.6547596758327427,0.8754137907241525,0.9164857611437225,0.4883369759216576,0.4570540891650722,0.5275656180223167,0.5275656180223167,0.5712300578959648,0.5887708228435242,1.0,0.42824507119350524,0.5306990182217106,0.6194338554806441,0.5712300578959648
Oldsters,0.0,0.46195549858126134,0.2313416096520621,0.0360175757256565,0.07063996433167162,0.22729472557568167,0.0,0.03840979798017695,0.10272135632419702,0.03899306252877047,0.042500245745814826,0.042500245745814826,0.26622315323080337,0.03242008490614387,0.049783022681023345,0.049783022681023345,0.03224967561286517,0.422775885687193,0.718190541582812,0.03401434654481372,0.13254499019436178,0.13254499019436178,0.13254499019436178,0.0191466893166306,0.46861752485185265,0.07127937229869791,0.06149276909298748,0.4421775070418995,0.03323776817009264,0.06821186551027027,0.0,0.0,0.0,0.887120904905658,0.5400370149210256,0.6703649103861147,0.4713648691436664,0.35937545129976023,0.47408882201808,0.3515563087488092,0.49483123132273243,0.3931476216102531,0.3931476216102531,0.7339486971362491,0.6433643598211582,0.42824507119350524,1.0000000000000002,0.41016689657098626,0.4258772847109473,0.7339486971362491
Bread Barbershop,0.0,0.20451416213028906,0.22898488523619953,0.08965219248910855,0.045873656120116985,0.2527070543106246,0.046945271307388986,0.095606729009628,0.06670734082032215,0.04984523277515724,0.10578835847977541,0.10578835847977541,0.36305646609758996,0.0414429278937701,0.04112994332741187,0.04112994332741187,0.08027342394664175,0.4845115026477753,0.4361547876074029,0.043480888939414285,0.24604335460558752,0.24604335460558752,0.24604335460558752,0.03059426228565978,0.22934084368960359,0.062243849076930466,0.08603758549700616,0.17540480466228678,0.04248818081787177,0.1194679422268175,0.05131370582978704,0.0,0.0,0.44466381098093627,0.7087743315500372,0.5875824126498456,0.823978850398957,0.6615473705852046,0.5433173823789162,0.6145450840653446,0.7984953514874696,0.9550538982902633,0.9550538982902633,0.6079241276442701,0.6265916576202581,0.5306990182217106,0.41016689657098626,1.0,0.5248599511944703,0.6079241276442701
Turning Point: 9/11 And The War On Terror,0.0,0.18388338812397048,0.20588557822996278,0.02845075781835688,0.028346956238631427,0.10667062217149412,0.0,0.030340405709415888,0.04122082761569782,0.03080113406444081,0.03357150431625254,0.03357150431625254,0.3990822953375765,0.025609052400998436,0.02541564815646444,0.02541564815646444,0.025474443854049057,0.8274953093820522,0.6817095131671033,0.026868380683567512,0.14125266895658634,0.14125266895658634,0.14125266895658634,0.03781055566593448,0.21639617856064036,0.055072070748136824,0.07612427678811633,0.324684959586318,0.026254951189188077,0.03791266445341602,0.0,0.0,0.0,0.4616955147110685,0.7223772597119569,0.6100882458707044,0.6818043636043575,0.4901160376125588,0.6341620567611885,0.5085076149035693,0.45202530755802917,0.5361745044173734,0.5361745044173734,0.56807170091652,0.5855154821766297,0.6194338554806441,0.4258772847109473,0.5248599511944703,1.0000000000000002,0.56807170091652
Hometown Cha-Cha-Cha,0.0,0.4257345589816579,0.282431484712559,0.08444858437442121,0.06803004085045393,0.26216655507670505,0.03918900495751466,0.09005750665286685,0.09892612677631275,0.052012295912183135,0.09964817221838879,0.09964817221838879,0.3551113076665446,0.04324469380655308,0.04291810197469622,0.04291810197469622,0.07561417994328702,0.5215150663669104,0.6879971937641445,0.0453712569112273,0.17679989220082268,0.17679989220082268,0.17679989220082268,0.02553949871827695,0.43968247268024024,0.07488378259758435,0.08202433702569875,0.41066480081709633,0.04433538997476411,0.22768300788713675,0.04283568964773371,0.0,0.0,0.6964925348622724,0.7411915045492464,0.7892876001136762,0.6287469479582045,0.4793658436750361,0.584812123512415,0.4689359997549917,0.5970965150330559,0.524414065124427,0.524414065124427,1.0,0.8098174765216343,0.5712300578959648,0.7339486971362491,0.6079241276442701,0.56807170091652,1.0
